campaignid,date,c1,c2,c3,ip,amount
23,2017-04-19 12:16:58,2q1znt,,,75.90.85.178,0.35
23,2017-04-19 12:34:24,2d6kvm1y9e,,,67.171.58.233,0.35
22,2017-04-19 12:34:25,1gr4hy,,,174.193.128.3,0.26
17,2017-04-19 13:07:16,2w6atkz,,,50.5.35.128,0.28
23,2017-04-19 13:17:55,,,,69.75.41.70,0.35
23,2017-04-19 13:23:36,2q1znt,,,68.41.246.230,0.35
23,2017-04-19 13:23:48,8js4ngq0zk,,,184.98.125.60,0.35
23,2017-04-19 13:23:58,8js4ngq0zk,,,75.170.3.243,0.35
23,2017-04-19 13:24:04,8js4ngq0zk,,,63.153.18.133,0.35
23,2017-04-19 13:24:13,8js4ngq0zk,,,75.161.130.87,0.35
23,2017-04-19 13:27:21,8js4ngq0zk,,,24.9.178.175,0.35
23,2017-04-19 13:27:26,8js4ngq0zk,,,71.223.222.131,0.35
23,2017-04-19 13:27:55,8js4ngq0zk,,,74.217.90.250,0.35
23,2017-04-19 13:27:56,8js4ngq0zk,,,174.238.146.197,0.35
23,2017-04-19 13:27:56,8js4ngq0zk,,,74.217.90.250,0.35
23,2017-04-19 13:27:59,8js4ngq0zk,,,208.123.153.130,0.35
23,2017-04-19 13:32:56,8js4ngq0zk,,,184.99.178.233,0.35
23,2017-04-19 13:33:02,8js4ngq0zk,,,65.129.103.25,0.35
23,2017-04-19 13:33:08,8js4ngq0zk,,,75.167.190.204,0.35
23,2017-04-19 13:33:19,8js4ngq0zk,,,107.77.92.86,0.35
23,2017-04-19 13:33:19,8js4ngq0zk,,,216.158.247.215,0.35
23,2017-04-19 13:33:22,8js4ngq0zk,,,65.129.213.188,0.35
23,2017-04-19 13:33:23,8js4ngq0zk,,,63.224.61.225,0.35
23,2017-04-19 13:33:33,8js4ngq0zk,,,67.5.20.122,0.35
23,2017-04-19 13:44:39,8js4ngq0zk,,,96.87.48.245,0.35
23,2017-04-19 13:44:47,8js4ngq0zk,,,67.7.109.3,0.35
23,2017-04-19 13:44:51,8js4ngq0zk,,,75.139.188.195,0.35
23,2017-04-19 13:44:53,8js4ngq0zk,,,71.217.226.200,0.35
23,2017-04-19 13:44:53,8js4ngq0zk,,,174.26.184.10,0.35
23,2017-04-19 13:44:54,8js4ngq0zk,,,71.220.40.166,0.35
23,2017-04-19 13:45:05,8js4ngq0zk,,,65.128.22.102,0.35
23,2017-04-19 13:45:10,8js4ngq0zk,,,144.208.111.91,0.35
23,2017-04-19 13:45:14,8js4ngq0zk,,,198.204.66.128,0.35
23,2017-04-19 13:46:36,8js4ngq0zk,,,166.181.81.164,0.35
23,2017-04-19 13:46:39,1comwstxyu,,,74.83.46.6,0.35
23,2017-04-19 13:46:40,8js4ngq0zk,,,71.212.209.75,0.35
23,2017-04-19 13:46:49,8js4ngq0zk,,,174.238.130.62,0.35
23,2017-04-19 13:46:55,8js4ngq0zk,,,174.28.178.179,0.35
23,2017-04-19 13:46:56,8js4ngq0zk,,,75.171.30.231,0.35
23,2017-04-19 13:46:58,8js4ngq0zk,,,174.209.7.139,0.35
23,2017-04-19 13:54:56,8js4ngq0zk,,,67.7.73.43,0.35
23,2017-04-19 13:55:00,8js4ngq0zk,,,172.58.25.130,0.35
23,2017-04-19 13:55:11,8js4ngq0zk,,,65.130.192.94,0.35
23,2017-04-19 13:55:30,8js4ngq0zk,,,174.19.211.10,0.35
23,2017-04-19 13:55:36,8js4ngq0zk,,,173.23.52.194,0.35
23,2017-04-19 13:55:45,8js4ngq0zk,,,97.124.118.84,0.35
23,2017-04-19 13:55:47,8js4ngq0zk,,,67.42.62.170,0.35
23,2017-04-19 13:55:48,8js4ngq0zk,,,50.199.0.182,0.35
23,2017-04-19 13:56:06,8js4ngq0zk,,,69.92.141.10,0.35
23,2017-04-19 13:56:06,8js4ngq0zk,,,97.125.143.8,0.35
23,2017-04-19 13:56:10,8js4ngq0zk,,,65.102.142.4,0.35
23,2017-04-19 13:56:10,8js4ngq0zk,,,75.170.0.111,0.35
23,2017-04-19 13:56:16,8js4ngq0zk,,,65.129.25.33,0.35
23,2017-04-19 14:03:34,8js4ngq0zk,,,97.123.197.72,0.35
23,2017-04-19 14:03:38,8js4ngq0zk,,,107.77.97.25,0.35
23,2017-04-19 14:03:38,8js4ngq0zk,,,75.166.130.218,0.35
23,2017-04-19 14:03:39,8js4ngq0zk,,,107.77.85.27,0.35
23,2017-04-19 14:03:40,0227,1eatp6wub3,,97.126.133.42,0.35
23,2017-04-19 14:03:44,8js4ngq0zk,,,70.59.225.150,0.35
23,2017-04-19 14:03:52,8js4ngq0zk,,,75.166.208.60,0.35
23,2017-04-19 14:03:58,8js4ngq0zk,,,71.210.181.239,0.35
23,2017-04-19 14:03:59,8js4ngq0zk,,,184.97.164.158,0.35
23,2017-04-19 14:04:05,8js4ngq0zk,,,71.217.250.194,0.35
23,2017-04-19 14:04:07,8js4ngq0zk,,,63.227.131.160,0.35
23,2017-04-19 14:04:19,8js4ngq0zk,,,97.113.94.217,0.35
23,2017-04-19 14:04:21,8js4ngq0zk,,,174.24.30.75,0.35
23,2017-04-19 14:04:21,8js4ngq0zk,,,174.17.68.85,0.35
23,2017-04-19 14:04:21,8js4ngq0zk,,,24.113.212.203,0.35
23,2017-04-19 14:04:24,8js4ngq0zk,,,67.4.200.106,0.35
23,2017-04-19 14:04:25,2q1znt,,,173.184.101.64,0.35
23,2017-04-19 14:04:32,8js4ngq0zk,,,184.98.230.86,0.35
23,2017-04-19 14:04:44,8js4ngq0zk,,,174.209.0.74,0.35
23,2017-04-19 14:07:58,8js4ngq0zk,,,97.118.172.206,0.35
23,2017-04-19 14:08:05,8js4ngq0zk,,,216.160.79.34,0.35
23,2017-04-19 14:08:19,8js4ngq0zk,,,184.98.204.125,0.35
23,2017-04-19 14:08:28,8js4ngq0zk,,,173.19.238.241,0.35
23,2017-04-19 14:13:20,8js4ngq0zk,,,204.14.96.246,0.35
23,2017-04-19 14:13:21,8js4ngq0zk,,,63.155.141.247,0.35
23,2017-04-19 14:13:24,8js4ngq0zk,,,67.1.124.124,0.35
23,2017-04-19 14:13:34,8js4ngq0zk,,,174.27.121.4,0.35
23,2017-04-19 14:13:36,8js4ngq0zk,,,74.93.39.134,0.35
23,2017-04-19 14:13:41,8js4ngq0zk,,,166.170.14.110,0.35
23,2017-04-19 14:22:56,8js4ngq0zk,,,172.56.13.135,0.35
23,2017-04-19 14:22:59,2q1znt,,,50.96.213.224,0.35
23,2017-04-19 14:23:01,8js4ngq0zk,,,184.100.51.156,0.35
23,2017-04-19 14:23:06,8js4ngq0zk,,,107.77.83.56,0.35
23,2017-04-19 14:23:13,8js4ngq0zk,,,67.7.98.48,0.35
23,2017-04-19 14:23:14,8js4ngq0zk,,,70.210.131.245,0.35
23,2017-04-19 14:23:17,2q1znt,,,174.97.212.36,0.35
23,2017-04-19 14:23:28,8js4ngq0zk,,,174.17.206.71,0.35
23,2017-04-19 14:23:32,8js4ngq0zk,,,174.208.0.138,0.35
23,2017-04-19 14:23:35,8js4ngq0zk,,,207.224.77.66,0.35
23,2017-04-19 14:23:48,8js4ngq0zk,,,67.106.231.203,0.35
23,2017-04-19 14:23:51,8js4ngq0zk,,,72.19.152.61,0.35
23,2017-04-19 14:23:54,8js4ngq0zk,,,71.209.153.144,0.35
23,2017-04-19 14:24:00,8js4ngq0zk,,,70.190.20.58,0.35
23,2017-04-19 14:27:32,8js4ngq0zk,,,65.130.211.228,0.35
23,2017-04-19 14:27:33,8js4ngq0zk,,,174.208.8.240,0.35
23,2017-04-19 14:27:34,8js4ngq0zk,,,71.222.154.114,0.35
23,2017-04-19 14:27:36,8js4ngq0zk,,,73.229.231.58,0.35
23,2017-04-19 14:27:40,8js4ngq0zk,,,75.173.39.37,0.35
23,2017-04-19 14:27:52,8js4ngq0zk,,,70.198.44.127,0.35
23,2017-04-19 14:33:53,8js4ngq0zk,,,70.184.114.40,0.35
23,2017-04-19 14:45:06,2q1znt,,,98.17.3.24,0.35
23,2017-04-19 14:45:24,8js4ngq0zk,,,97.126.62.104,0.35
23,2017-04-19 14:45:52,8js4ngq0zk,,,67.0.244.223,0.35
23,2017-04-19 14:45:59,8js4ngq0zk,,,63.225.185.126,0.35
23,2017-04-19 14:46:04,8js4ngq0zk,,,71.212.81.96,0.35
23,2017-04-19 14:46:30,8js4ngq0zk,,,75.173.76.76,0.35
23,2017-04-19 14:46:33,8js4ngq0zk,,,184.97.246.118,0.35
23,2017-04-19 14:46:38,8js4ngq0zk,,,75.164.217.81,0.35
23,2017-04-19 14:48:08,8js4ngq0zk,,,71.219.244.252,0.35
23,2017-04-19 14:48:15,8js4ngq0zk,,,63.225.201.212,0.35
23,2017-04-19 14:48:19,8js4ngq0zk,,,184.97.181.148,0.35
23,2017-04-19 14:48:49,8js4ngq0zk,,,75.174.185.24,0.35
23,2017-04-19 14:52:20,8js4ngq0zk,,,174.26.138.76,0.35
23,2017-04-19 14:52:24,8js4ngq0zk,,,207.118.82.223,0.35
23,2017-04-19 14:52:31,8js4ngq0zk,,,65.129.1.86,0.35
23,2017-04-19 14:52:37,8js4ngq0zk,,,174.26.56.22,0.35
23,2017-04-19 14:52:44,8js4ngq0zk,,,71.38.209.123,0.35
23,2017-04-19 14:52:53,8js4ngq0zk,,,97.117.49.43,0.35
23,2017-04-19 14:58:32,8js4ngq0zk,,,97.43.193.242,0.35
23,2017-04-19 14:58:35,8js4ngq0zk,,,174.209.26.78,0.35
23,2017-04-19 14:58:44,8js4ngq0zk,,,174.237.131.150,0.35
23,2017-04-19 14:58:47,8js4ngq0zk,,,65.100.4.218,0.35
23,2017-04-19 15:02:17,8js4ngq0zk,,,166.137.139.54,0.35
23,2017-04-19 15:02:31,8js4ngq0zk,,,71.35.71.111,0.35
23,2017-04-19 15:02:34,0227,1609emdg,,68.3.202.220,0.35
23,2017-04-19 15:08:32,2q1znt,,,166.137.126.25,0.35
23,2017-04-19 15:08:42,8js4ngq0zk,,,63.229.25.53,0.35
23,2017-04-19 15:08:47,8js4ngq0zk,,,71.218.58.209,0.35
23,2017-04-19 15:08:47,8js4ngq0zk,,,70.57.174.102,0.35
23,2017-04-19 15:08:58,8js4ngq0zk,,,174.30.186.12,0.35
23,2017-04-19 15:16:47,8js4ngq0zk,,,67.6.223.45,0.35
23,2017-04-19 15:17:08,8js4ngq0zk,,,70.58.173.178,0.35
23,2017-04-19 15:17:21,8js4ngq0zk,,,71.205.168.25,0.35
23,2017-04-19 15:23:24,8js4ngq0zk,,,97.126.77.23,0.35
23,2017-04-19 15:23:38,8js4ngq0zk,,,65.101.30.252,0.35
23,2017-04-19 15:23:47,8js4ngq0zk,,,73.37.96.211,0.35
23,2017-04-19 15:23:48,8js4ngq0zk,,,97.118.255.103,0.35
23,2017-04-19 15:23:54,8js4ngq0zk,,,67.4.205.110,0.35
23,2017-04-19 15:24:00,8js4ngq0zk,,,66.87.113.170,0.35
23,2017-04-19 15:24:06,8js4ngq0zk,,,71.37.113.92,0.35
23,2017-04-19 15:28:40,8js4ngq0zk,,,75.174.203.194,0.35
23,2017-04-19 15:28:41,8js4ngq0zk,,,174.29.133.7,0.35
23,2017-04-19 15:28:44,8js4ngq0zk,,,71.36.103.154,0.35
23,2017-04-19 15:28:56,8js4ngq0zk,,,172.56.39.230,0.35
23,2017-04-19 15:32:34,8js4ngq0zk,,,63.225.183.81,0.35
23,2017-04-19 15:45:13,8js4ngq0zk,,,65.129.1.164,0.35
23,2017-04-19 15:45:23,2q1znt,,,75.90.2.62,0.35
23,2017-04-19 15:46:22,8js4ngq0zk,,,216.49.186.50,0.35
23,2017-04-19 15:48:10,8js4ngq0zk,,,67.42.205.143,0.35
23,2017-04-19 15:48:24,8js4ngq0zk,,,128.138.166.77,0.35
23,2017-04-19 15:53:12,1comwstxyu,,,96.60.23.228,0.35
23,2017-04-19 15:53:13,8js4ngq0zk,,,216.160.143.21,0.35
23,2017-04-19 15:53:26,8js4ngq0zk,,,67.1.49.20,0.35
23,2017-04-19 15:57:18,8js4ngq0zk,,,174.22.225.111,0.35
23,2017-04-19 15:57:22,8js4ngq0zk,,,67.3.145.62,0.35
23,2017-04-19 15:57:38,8js4ngq0zk,,,97.126.78.186,0.35
23,2017-04-19 15:57:45,8js4ngq0zk,,,68.170.45.93,0.35
23,2017-04-19 15:57:49,8js4ngq0zk,,,70.199.128.190,0.35
23,2017-04-19 16:02:43,8js4ngq0zk,,,71.35.163.37,0.35
23,2017-04-19 16:08:32,8js4ngq0zk,,,174.17.188.165,0.35
23,2017-04-19 16:08:41,8js4ngq0zk,,,97.122.200.46,0.35
23,2017-04-19 16:13:55,8js4ngq0zk,,,75.168.11.116,0.35
23,2017-04-19 16:13:56,8js4ngq0zk,,,71.218.72.219,0.35
23,2017-04-19 16:13:59,8js4ngq0zk,,,71.223.206.16,0.35
23,2017-04-19 16:14:08,8js4ngq0zk,,,63.155.217.91,0.35
23,2017-04-19 16:24:24,8js4ngq0zk,,,65.130.204.195,0.35
23,2017-04-19 16:24:23,8js4ngq0zk,,,184.96.143.131,0.35
23,2017-04-19 16:24:24,8js4ngq0zk,,,68.2.57.13,0.35
23,2017-04-19 16:24:59,8js4ngq0zk,,,97.120.29.162,0.35
23,2017-04-19 16:25:03,8js4ngq0zk,,,156.108.217.2,0.35
23,2017-04-19 16:25:11,8js4ngq0zk,,,174.209.27.128,0.35
23,2017-04-19 16:25:40,8js4ngq0zk,,,204.147.221.11,0.35
23,2017-04-19 16:25:43,8js4ngq0zk,,,70.57.178.14,0.35
23,2017-04-19 16:25:46,8js4ngq0zk,,,65.131.178.185,0.35
23,2017-04-19 16:28:06,8js4ngq0zk,,,75.167.255.223,0.35
23,2017-04-19 16:28:21,8js4ngq0zk,,,63.155.32.228,0.35
23,2017-04-19 16:28:38,8js4ngq0zk,,,66.87.69.158,0.35
23,2017-04-19 16:39:10,8js4ngq0zk,,,71.220.72.127,0.35
23,2017-04-19 16:39:10,8js4ngq0zk,,,65.129.224.76,0.35
23,2017-04-19 16:39:14,8js4ngq0zk,,,73.34.122.252,0.35
23,2017-04-19 16:39:16,8js4ngq0zk,,,67.6.180.209,0.35
23,2017-04-19 16:42:56,8js4ngq0zk,,,174.20.168.40,0.35
23,2017-04-19 16:43:00,8js4ngq0zk,,,75.167.182.186,0.35
23,2017-04-19 16:43:03,8js4ngq0zk,,,67.6.149.24,0.35
23,2017-04-19 16:43:23,8js4ngq0zk,,,97.113.55.108,0.35
23,2017-04-19 16:47:41,8js4ngq0zk,,,71.220.53.198,0.35
23,2017-04-19 16:47:53,8js4ngq0zk,,,172.56.39.45,0.35
23,2017-04-19 16:48:16,2q1znt,,,173.189.142.58,0.35
23,2017-04-19 16:52:14,2q1znt,,,98.21.89.123,0.35
23,2017-04-19 16:52:16,8js4ngq0zk,,,70.210.137.193,0.35
23,2017-04-19 16:52:16,8js4ngq0zk,,,67.42.78.173,0.35
23,2017-04-19 16:52:32,8js4ngq0zk,,,172.58.56.251,0.35
23,2017-04-19 17:04:07,8js4ngq0zk,,,71.211.185.123,0.35
23,2017-04-19 17:04:07,8js4ngq0zk,,,71.217.193.78,0.35
3635,2017-04-19 18:14:18,4dscr2eqj,,,97.113.175.136,40
23,2017-04-19 17:04:23,8js4ngq0zk,,,63.226.241.101,0.35
23,2017-04-19 17:04:30,2q1znt,,,40.133.178.27,0.35
23,2017-04-19 17:04:34,8js4ngq0zk,,,168.103.127.13,0.35
23,2017-04-19 17:04:45,8js4ngq0zk,,,174.208.39.36,0.35
23,2017-04-19 17:04:46,8js4ngq0zk,,,168.103.50.183,0.35
23,2017-04-19 17:05:13,8js4ngq0zk,,,174.19.213.26,0.35
23,2017-04-19 17:05:21,8js4ngq0zk,,,67.6.140.26,0.35
23,2017-04-19 17:08:08,8js4ngq0zk,,,75.170.92.229,0.35
23,2017-04-19 17:12:57,8js4ngq0zk,,,174.209.20.108,0.35
23,2017-04-19 17:13:13,8js4ngq0zk,,,208.186.226.130,0.35
23,2017-04-19 17:28:37,2q1znt,,,173.191.170.81,0.35
23,2017-04-19 17:32:34,8js4ngq0zk,,,67.7.226.117,0.35
23,2017-04-19 17:32:42,8js4ngq0zk,,,174.24.43.17,0.35
23,2017-04-19 17:32:45,8js4ngq0zk,,,174.28.31.53,0.35
23,2017-04-19 17:53:41,2q1znt,,,173.184.77.91,0.35
23,2017-04-19 17:53:48,2d6kvm1y9e,,,65.129.43.45,0.35
23,2017-04-19 17:53:54,8js4ngq0zk,,,75.171.34.119,0.35
23,2017-04-19 18:03:29,8js4ngq0zk,,,97.116.184.224,0.35
23,2017-04-19 18:03:32,8js4ngq0zk,,,97.113.67.202,0.35
23,2017-04-19 18:03:36,8js4ngq0zk,,,67.41.243.40,0.35
23,2017-04-19 18:03:43,8js4ngq0zk,,,75.175.104.251,0.35
3647,2017-04-19 20:43:55,6gf0j3,,,72.219.240.86,43
23,2017-04-19 18:07:16,8js4ngq0zk,,,67.1.53.94,0.35
23,2017-04-19 18:07:24,8js4ngq0zk,,,75.174.125.180,0.35
23,2017-04-19 18:07:29,8js4ngq0zk,,,97.124.44.55,0.35
23,2017-04-19 18:17:51,8js4ngq0zk,,,72.19.182.90,0.35
23,2017-04-19 18:18:08,8js4ngq0zk,,,174.29.101.15,0.35
23,2017-04-19 18:18:08,8js4ngq0zk,,,24.8.25.210,0.35
23,2017-04-19 18:18:10,8js4ngq0zk,,,216.235.105.173,0.35
23,2017-04-19 18:18:21,2q1znt,,,71.31.61.96,0.35
23,2017-04-19 18:22:40,2q1znt,,,71.29.34.206,0.35
23,2017-04-19 18:27:37,8js4ngq0zk,,,71.37.65.29,0.35
23,2017-04-19 18:27:39,8js4ngq0zk,,,24.180.9.238,0.35
23,2017-04-19 18:27:40,8js4ngq0zk,,,75.170.78.118,0.35
23,2017-04-19 18:27:41,8js4ngq0zk,,,65.103.131.177,0.35
23,2017-04-19 18:27:50,8js4ngq0zk,,,67.41.34.239,0.35
23,2017-04-19 18:27:52,8js4ngq0zk,,,67.0.20.212,0.35
23,2017-04-19 18:27:56,2q1znt,,,67.141.21.238,0.35
23,2017-04-19 18:27:58,8js4ngq0zk,,,67.1.184.147,0.35
23,2017-04-19 18:32:56,8js4ngq0zk,,,174.19.188.81,0.35
23,2017-04-19 18:37:40,8js4ngq0zk,,,73.26.191.150,0.35
23,2017-04-19 18:37:56,8js4ngq0zk,,,71.210.42.244,0.35
23,2017-04-19 18:38:03,8js4ngq0zk,,,184.97.184.18,0.35
23,2017-04-19 18:38:06,8js4ngq0zk,,,107.77.87.94,0.35
23,2017-04-19 18:42:09,2q1znt,,,40.132.222.4,0.35
23,2017-04-19 18:47:05,8js4ngq0zk,,,71.35.178.26,0.35
